//V	Name	X	Y	st	e	l	Demand
Arc	29	86	46.27	46.27	46.27
Arc	29	43	19.85	19.85	19.85
Arc	29	87	45.28	45.28	45.28
Arc	30	44	27.73	27.73	27.73
Arc	30	88	45.28	45.28	45.28
Arc	30	45	26.93	26.93	26.93
Arc	30	89	43.1	43.1	43.1
Arc	30	46	25.08	25.08	25.08
Arc	30	47	22.36	22.36	22.36
Arc	30	48	26.25	26.25	26.25
Arc	30	49	21.54	21.54	21.54
Arc	30	90	40.0	40.0	40.0
Arc	30	91	40.31	40.31	40.31
Arc	30	92	55.76	55.76	55.76
Arc	30	93	54.08	54.08	54.08
Arc	30	50	23.77	23.77	23.77
Arc	30	94	52.48	52.48	52.48
Arc	30	51	25.5	25.5	25.5
Arc	30	95	48.88	48.88	48.88
Arc	30	52	20.62	20.62	20.62
Arc	30	96	47.17	47.17	47.17
Arc	30	53	55.46	55.46	55.46
Arc	30	97	50.0	50.0	50.0
Arc	30	54	50.09	50.09	50.09
Arc	30	98	42.94	42.94	42.94
Arc	30	55	45.65	45.65	45.65
Arc	30	99	43.01	43.01	43.01
Arc	30	56	53.85	53.85	53.85
Arc	30	57	44.72	44.72	44.72
Arc	30	58	53.14	53.14	53.14
Arc	30	59	43.86	43.86	43.86
Arc	30	60	52.2	52.2	52.2
Arc	30	61	39.05	39.05	39.05
Arc	30	62	36.06	36.06	36.06
Arc	30	63	33.54	33.54	33.54
Arc	30	64	37.54	37.54	37.54
Arc	30	65	31.76	31.76	31.76
Arc	30	66	33.6	33.6	33.6
Arc	30	67	30.89	30.89	30.89
Arc	30	68	35.36	35.36	35.36
Arc	30	69	32.02	32.02	32.02
Arc	30	70	79.06	79.06	79.06
Arc	30	71	77.62	77.62	77.62
Arc	30	72	41.4	41.4	41.4
Arc	30	73	76.22	76.22	76.22
Arc	30	74	38.59	38.59	38.59
Arc	30	31	22.36	22.36	22.36
Arc	30	75	26.93	26.93	26.93
Arc	30	32	18.03	18.03	18.03
Arc	30	76	72.8	72.8	72.8
Arc	30	33	19.21	19.21	19.21
Arc	30	77	72.45	72.45	72.45
Arc	30	34	15.62	15.62	15.62
Arc	30	78	70.88	70.88	70.88
Arc	30	35	25.0	25.0	25.0
Arc	30	79	71.51	71.51	71.51
Arc	30	36	18.03	18.03	18.03
Arc	30	37	23.43	23.43	23.43
Arc	30	38	25.0	25.0	25.0
Arc	30	39	22.36	22.36	22.36
Arc	30	100	46.1	46.1	46.1
Arc	30	80	71.59	71.59	71.59
Arc	30	81	68.01	68.01	68.01
Arc	30	82	55.0	55.0	55.0
Arc	30	83	52.0	52.0	52.0
Arc	30	40	29.15	29.15	29.15
Arc	30	84	50.09	50.09	50.09
Arc	30	41	27.46	27.46	27.46
Arc	30	85	48.26	48.26	48.26
Arc	30	42	26.42	26.42	26.42
Arc	30	86	46.0	46.0	46.0
Arc	30	43	23.85	23.85	23.85
Arc	30	87	45.0	45.0	45.0
Arc	31	44	22.56	22.56	22.56
Arc	31	88	60.42	60.42	60.42
Arc	31	45	20.62	20.62	20.62
Arc	31	89	57.78	57.78	57.78
Arc	31	46	20.22	20.22	20.22
Arc	31	47	20.0	20.0	20.0
Arc	31	48	18.68	18.68	18.68
Arc	31	49	18.0	18.0	18.0
Arc	31	90	53.85	53.85	53.85
Arc	31	91	55.9	55.9	55.9
Arc	31	92	75.82	75.82	75.82
Arc	31	93	74.33	74.33	74.33
Arc	31	50	16.28	16.28	16.28
Arc	31	94	72.35	72.35	72.35
Arc	31	51	15.81	15.81	15.81
Arc	31	95	68.77	68.77	68.77
Arc	31	52	15.0	15.0	15.0
Arc	31	96	67.27	67.27	67.27
Arc	31	53	45.34	45.34	45.34
Arc	31	97	70.71	70.71	70.71
Arc	31	54	40.61	40.61	40.61
Arc	31	98	62.48	62.48	62.48
Arc	31	55	37.74	37.74	37.74
Arc	31	99	63.64	63.64	63.64
Arc	31	56	42.43	42.43	42.43
Arc	31	57	36.06	36.06	36.06
Arc	31	58	41.04	41.04	41.04
Arc	31	59	34.41	34.41	34.41
Arc	31	60	39.05	39.05	39.05
Arc	31	61	40.31	40.31	40.31
Arc	31	62	40.0	40.0	40.0
Arc	31	63	40.31	40.31	40.31
Arc	31	64	38.33	38.33	38.33
Arc	31	65	38.33	38.33	38.33
Arc	31	66	37.0	37.0	37.0
Arc	31	67	37.34	37.34	37.34
Arc	31	68	35.36	35.36	35.36
Arc	31	69	35.0	35.0	35.0
Arc	31	70	85.15	85.15	85.15
Arc	31	71	85.0	85.0	85.0
Arc	31	72	43.29	43.29	43.29
Arc	31	73	82.15	82.15	82.15
Arc	31	74	43.0	43.0	43.0
Arc	31	75	46.1	46.1	46.1
Arc	31	32	5.0	5.0	5.0
Arc	31	76	80.0	80.0	80.0
Arc	31	33	5.39	5.39	5.39
Arc	31	77	78.16	78.16	78.16
Arc	31	34	10.2	10.2	10.2
Arc	31	78	78.0	78.0	78.0
Arc	31	35	5.0	5.0	5.0
Arc	31	79	77.16	77.16	77.16
Arc	31	36	11.18	11.18	11.18
Arc	31	37	9.43	9.43	9.43
Arc	31	38	11.18	11.18	11.18
Arc	31	39	14.14	14.14	14.14
Arc	31	100	67.27	67.27	67.27
Arc	31	80	75.66	75.66	75.66
Arc	31	81	75.0	75.0	75.0
Arc	31	82	68.01	68.01	68.01
Arc	31	83	65.15	65.15	65.15
Arc	31	40	25.5	25.5	25.5
Arc	31	84	64.26	64.26	64.26
Arc	31	41	25.18	25.18	25.18
Arc	31	85	63.16	63.16	63.16
Arc	31	42	23.19	23.19	23.19
Arc	31	86	59.46	59.46	59.46
Arc	31	43	23.0	23.0	23.0
Arc	31	87	58.52	58.52	58.52
Arc	32	44	24.17	24.17	24.17
Arc	32	88	58.52	58.52	58.52
Arc	32	45	22.36	22.36	22.36
Arc	32	89	55.97	55.97	55.97
Arc	32	46	21.54	21.54	21.54
Arc	32	47	20.62	20.62	20.62
Arc	32	48	20.59	20.59	20.59
Arc	32	49	18.68	18.68	18.68
Arc	32	90	52.2	52.2	52.2
Arc	32	91	53.85	53.85	53.85
Arc	32	92	72.62	72.62	72.62
Arc	32	93	71.06	71.06	71.06
Arc	32	50	17.89	17.89	17.89
Arc	32	94	69.2	69.2	69.2
Arc	32	51	18.03	18.03	18.03
Arc	32	95	65.6	65.6	65.6
Arc	32	52	15.81	15.81	15.81
Arc	32	96	64.03	64.03	64.03
Arc	32	53	48.8	48.8	48.8
Arc	32	97	67.27	67.27	67.27
Arc	32	54	43.86	43.86	43.86
Arc	32	98	59.41	59.41	59.41
Arc	32	55	40.61	40.61	40.61
Arc	32	99	60.21	60.21	60.21
Arc	32	56	46.1	46.1	46.1
Arc	32	57	39.05	39.05	39.05
Arc	32	58	44.82	44.82	44.82
Arc	32	59	37.54	37.54	37.54
Arc	32	60	43.01	43.01	43.01
Arc	32	61	41.23	41.23	41.23
Arc	32	62	40.31	40.31	40.31
Arc	32	63	40.0	40.0	40.0
Arc	32	64	39.29	39.29	39.29
Arc	32	65	38.0	38.0	38.0
Arc	32	66	37.34	37.34	37.34
Arc	32	67	37.0	37.0	37.0
Arc	32	68	36.4	36.4	36.4
Arc	32	69	35.36	35.36	35.36
Arc	32	70	85.59	85.59	85.59
Arc	32	71	85.15	85.15	85.15
Arc	32	72	44.15	44.15	44.15
Arc	32	73	82.61	82.61	82.61
Arc	32	74	43.29	43.29	43.29
Arc	32	75	43.01	43.01	43.01
Arc	32	76	80.16	80.16	80.16
Arc	32	33	2.0	2.0	2.0
Arc	32	77	78.64	78.64	78.64
Arc	32	34	5.39	5.39	5.39
Arc	32	78	78.16	78.16	78.16
Arc	32	35	7.07	7.07	7.07
Arc	32	79	77.65	77.65	77.65
Arc	32	36	7.07	7.07	7.07
Arc	32	37	8.0	8.0	8.0
Arc	32	38	10.0	10.0	10.0
Arc	32	39	11.18	11.18	11.18
Arc	32	100	63.64	63.64	63.64
Arc	32	80	76.49	76.49	76.49
Arc	32	81	75.17	75.17	75.17
Arc	32	82	66.71	66.71	66.71
Arc	32	83	63.79	63.79	63.79
Arc	32	40	26.93	26.93	26.93
Arc	32	84	62.64	62.64	62.64
Arc	32	41	26.25	26.25	26.25
Arc	32	85	61.35	61.35	61.35
Arc	32	42	24.35	24.35	24.35
Arc	32	86	57.97	57.97	57.97
Arc	32	43	23.54	23.54	23.54
Arc	32	87	57.01	57.01	57.01
Arc	33	44	26.0	26.0	26.0
Arc	33	88	60.41	60.41	60.41
Arc	33	45	24.17	24.17	24.17
Arc	33	89	57.87	57.87	57.87
Arc	33	46	23.41	23.41	23.41
Arc	33	47	22.56	22.56	22.56
Arc	33	48	22.36	22.36	22.36
Arc	33	49	20.62	20.62	20.62
Arc	33	90	54.12	54.12	54.12
Arc	33	91	55.71	55.71	55.71
Arc	33	92	74.2	74.2	74.2
Arc	33	93	72.62	72.62	72.62
Arc	33	50	19.7	19.7	19.7
Arc	33	94	70.8	70.8	70.8
Arc	33	51	19.72	19.72	19.72
Arc	33	95	67.2	67.2	67.2
Arc	33	52	17.72	17.72	17.72
Arc	33	96	65.6	65.6	65.6
Arc	33	53	50.21	50.21	50.21
Arc	33	97	68.77	68.77	68.77
Arc	33	54	45.34	45.34	45.34
Arc	33	98	61.03	61.03	61.03
Arc	33	55	42.2	42.2	42.2
Arc	33	99	61.72	61.72	61.72
Arc	33	56	47.42	47.42	47.42
Arc	33	57	40.61	40.61	40.61
Arc	33	58	46.1	46.1	46.1
Arc	33	59	39.05	39.05	39.05
Arc	33	60	44.2	44.2	44.2
Arc	33	61	43.17	43.17	43.17
Arc	33	62	42.3	42.3	42.3
Arc	33	63	42.0	42.0	42.0
Arc	33	64	41.23	41.23	41.23
Arc	33	65	40.0	40.0	40.0
Arc	33	66	39.32	39.32	39.32
Arc	33	67	39.0	39.0	39.0
Arc	33	68	38.33	38.33	38.33
Arc	33	69	37.34	37.34	37.34
Arc	33	70	87.57	87.57	87.57
Arc	33	71	87.14	87.14	87.14
Arc	33	72	46.1	46.1	46.1
Arc	33	73	84.59	84.59	84.59
Arc	33	74	45.28	45.28	45.28
Arc	33	75	44.65	44.65	44.65
Arc	33	76	82.15	82.15	82.15
Arc	33	77	80.62	80.62	80.62
Arc	33	34	5.0	5.0	5.0
Arc	33	78	80.16	80.16	80.16
Arc	33	35	5.83	5.83	5.83
Arc	33	79	79.63	79.63	79.63
Arc	33	36	5.83	5.83	5.83
Arc	33	37	6.0	6.0	6.0
Arc	33	38	8.0	8.0	8.0
Arc	33	39	9.43	9.43	9.43
Arc	33	100	65.07	65.07	65.07
Arc	33	80	78.45	78.45	78.45
Arc	33	81	77.16	77.16	77.16
Arc	33	82	68.66	68.66	68.66
Arc	33	83	65.73	65.73	65.73
Arc	33	40	28.79	28.79	28.79
Arc	33	84	64.56	64.56	64.56
Arc	33	41	28.16	28.16	28.16
Arc	33	85	63.25	63.25	63.25
Arc	33	42	26.25	26.25	26.25
Arc	33	86	59.91	59.91	59.91
Arc	33	43	25.5	25.5	25.5
Arc	33	87	58.94	58.94	58.94
Arc	34	44	28.3	28.3	28.3
Arc	34	88	58.94	58.94	58.94
Arc	34	45	26.63	26.63	26.63
Arc	34	89	56.52	56.52	56.52
Arc	34	46	25.55	25.55	25.55
Arc	34	47	24.17	24.17	24.17
Arc	34	48	25.0	25.0	25.0
Arc	34	49	22.36	22.36	22.36
Arc	34	90	52.95	52.95	52.95
Arc	34	91	54.12	54.12	54.12
Arc	34	92	71.28	71.28	71.28
Arc	34	93	69.63	69.63	69.63
Arc	34	50	22.2	22.2	22.2
Arc	34	94	67.96	67.96	67.96
Arc	34	51	22.67	22.67	22.67
Arc	34	95	64.35	64.35	64.35
Arc	34	52	19.72	19.72	19.72
Arc	34	96	62.68	62.68	62.68
Arc	34	53	53.81	53.81	53.81
Arc	34	97	65.6	65.6	65.6
Arc	34	54	48.8	48.8	48.8
Arc	34	98	58.31	58.31	58.31
Arc	34	55	45.34	45.34	45.34
Arc	34	99	58.6	58.6	58.6
Arc	34	56	51.22	51.22	51.22
Arc	34	57	43.86	43.86	43.86
Arc	34	58	50.0	50.0	50.0
Arc	34	59	42.43	42.43	42.43
Arc	34	60	48.26	48.26	48.26
Arc	34	61	44.6	44.6	44.6
Arc	34	62	43.17	43.17	43.17
Arc	34	63	42.3	42.3	42.3
Arc	34	64	42.72	42.72	42.72
Arc	34	65	40.31	40.31	40.31
Arc	34	66	40.26	40.26	40.26
Arc	34	67	39.32	39.32	39.32
Arc	34	68	39.92	39.92	39.92
Arc	34	69	38.33	38.33	38.33
Arc	34	70	88.28	88.28	88.28
Arc	34	71	87.57	87.57	87.57
Arc	34	72	47.43	47.43	47.43
Arc	34	73	85.33	85.33	85.33
Arc	34	74	46.1	46.1	46.1
Arc	34	75	42.06	42.06	42.06
Arc	34	76	82.61	82.61	82.61
Arc	34	77	81.39	81.39	81.39
Arc	34	78	80.62	80.62	80.62
Arc	34	35	10.44	10.44	10.44
Arc	34	79	80.41	80.41	80.41
Arc	34	36	3.0	3.0	3.0
Arc	34	37	7.81	7.81	7.81
Arc	34	38	9.43	9.43	9.43
Arc	34	39	8.0	8.0	8.0
Arc	34	100	61.72	61.72	61.72
Arc	34	80	79.56	79.56	79.56
Arc	34	81	77.65	77.65	77.65
Arc	34	82	67.74	67.74	67.74
Arc	34	83	64.78	64.78	64.78
Arc	34	40	30.89	30.89	30.89
Arc	34	84	63.35	63.35	63.35
Arc	34	41	29.97	29.97	29.97
Arc	34	85	61.85	61.85	61.85
Arc	34	42	28.18	28.18	28.18
Arc	34	86	58.86	58.86	58.86
Arc	34	43	26.93	26.93	26.93
Arc	34	87	57.87	57.87	57.87
Arc	35	44	27.46	27.46	27.46
Arc	35	88	65.0	65.0	65.0
Arc	35	45	25.5	25.5	25.5
Arc	35	89	62.39	62.39	62.39
Arc	35	46	25.18	25.18	25.18
Arc	35	47	25.0	25.0	25.0
Arc	35	48	23.54	23.54	23.54
Arc	35	49	23.0	23.0	23.0
Arc	35	90	58.52	58.52	58.52
Arc	35	91	60.42	60.42	60.42
Arc	35	92	79.65	79.65	79.65
Arc	35	93	78.1	78.1	78.1
Arc	35	50	21.21	21.21	21.21
Arc	35	94	76.22	76.22	76.22
Arc	35	51	20.62	20.62	20.62
Arc	35	95	72.62	72.62	72.62
Arc	35	52	20.0	20.0	20.0
Arc	35	96	71.06	71.06	71.06
Arc	35	53	49.2	49.2	49.2
Arc	35	97	74.33	74.33	74.33
Arc	35	54	44.65	44.65	44.65
Arc	35	98	66.4	66.4	66.4
Arc	35	55	42.06	42.06	42.06
Arc	35	99	67.27	67.27	67.27
Arc	35	56	46.1	46.1	46.1
Arc	35	57	40.31	40.31	40.31
Arc	35	58	44.6	44.6	44.6
Arc	35	59	38.59	38.59	38.59
Arc	35	60	42.43	42.43	42.43
Arc	35	61	45.28	45.28	45.28
Arc	35	62	45.0	45.0	45.0
Arc	35	63	45.28	45.28	45.28
Arc	35	64	43.29	43.29	43.29
Arc	35	65	43.29	43.29	43.29
Arc	35	66	42.0	42.0	42.0
Arc	35	67	42.3	42.3	42.3
Arc	35	68	40.31	40.31	40.31
Arc	35	69	40.0	40.0	40.0
Arc	35	70	90.14	90.14	90.14
Arc	35	71	90.0	90.0	90.0
Arc	35	72	48.26	48.26	48.26
Arc	35	73	87.14	87.14	87.14
Arc	35	74	48.0	48.0	48.0
Arc	35	75	50.0	50.0	50.0
Arc	35	76	85.0	85.0	85.0
Arc	35	77	83.15	83.15	83.15
Arc	35	78	83.0	83.0	83.0
Arc	35	79	82.15	82.15	82.15
Arc	35	36	10.0	10.0	10.0
Arc	35	37	5.83	5.83	5.83
Arc	35	38	7.07	7.07	7.07
Arc	35	39	11.18	11.18	11.18
Arc	35	100	70.71	70.71	70.71
Arc	35	80	80.62	80.62	80.62
Arc	35	81	80.0	80.0	80.0
Arc	35	82	72.8	72.8	72.8
Arc	35	83	69.92	69.92	69.92
Arc	35	40	30.41	30.41	30.41
Arc	35	84	68.95	68.95	68.95
Arc	35	41	30.15	30.15	30.15
Arc	35	85	67.78	67.78	67.78
Arc	35	42	28.16	28.16	28.16
Arc	35	86	64.2	64.2	64.2
Arc	35	43	28.0	28.0	28.0
Arc	35	87	63.25	63.25	63.25
Arc	36	44	30.89	30.89	30.89
Arc	36	88	61.85	61.85	61.85
Arc	36	45	29.15	29.15	29.15
Arc	36	89	59.44	59.44	59.44
Arc	36	46	28.18	28.18	28.18
Arc	36	47	26.93	26.93	26.93
Arc	36	48	27.46	27.46	27.46
Arc	36	49	25.08	25.08	25.08
Arc	36	90	55.9	55.9	55.9
Arc	36	91	57.01	57.01	57.01
Arc	36	92	73.78	73.78	73.78
Arc	36	93	72.11	72.11	72.11
Arc	36	50	24.7	24.7	24.7
Arc	36	94	70.49	70.49	70.49
Arc	36	51	25.0	25.0	25.0
Arc	36	95	66.89	66.89	66.89
Arc	36	52	22.36	22.36	22.36
Arc	36	96	65.19	65.19	65.19
Arc	36	53	55.87	55.87	55.87
Arc	36	97	68.01	68.01	68.01
Arc	36	54	50.93	50.93	50.93
Arc	36	98	60.9	60.9	60.9
Arc	36	55	47.63	47.63	47.63
Arc	36	99	61.03	61.03	61.03
Arc	36	56	53.15	53.15	53.15
Arc	36	57	46.1	46.1	46.1
Arc	36	58	51.86	51.86	51.86
Arc	36	59	44.6	44.6	44.6
Arc	36	60	50.0	50.0	50.0
Arc	36	61	47.43	47.43	47.43
Arc	36	62	46.1	46.1	46.1
Arc	36	63	45.28	45.28	45.28
Arc	36	64	45.54	45.54	45.54
Arc	36	65	43.29	43.29	43.29
Arc	36	66	43.17	43.17	43.17
Arc	36	67	42.3	42.3	42.3
Arc	36	68	42.72	42.72	42.72
Arc	36	69	41.23	41.23	41.23
Arc	36	70	91.24	91.24	91.24
Arc	36	71	90.55	90.55	90.55
Arc	36	72	50.29	50.29	50.29
Arc	36	73	88.28	88.28	88.28
Arc	36	74	49.03	49.03	49.03
Arc	36	75	44.72	44.72	44.72
Arc	36	76	85.59	85.59	85.59
Arc	36	77	84.34	84.34	84.34
Arc	36	78	83.6	83.6	83.6
Arc	36	79	83.36	83.36	83.36
Arc	36	37	5.83	5.83	5.83
Arc	36	38	7.07	7.07	7.07
Arc	36	39	5.0	5.0	5.0
Arc	36	100	64.03	64.03	64.03
Arc	36	80	82.46	82.46	82.46
Arc	36	81	80.62	80.62	80.62
Arc	36	82	70.71	70.71	70.71
Arc	36	83	67.74	67.74	67.74
Arc	36	40	33.54	33.54	33.54
Arc	36	84	66.29	66.29	66.29
Arc	36	41	32.7	32.7	32.7
Arc	36	85	64.76	64.76	64.76
Arc	36	42	30.87	30.87	30.87
Arc	36	86	61.81	61.81	61.81
Arc	36	43	29.73	29.73	29.73
Arc	36	87	60.83	60.83	60.83
Arc	37	44	31.62	31.62	31.62
Arc	37	88	66.1	66.1	66.1
Arc	37	45	29.73	29.73	29.73
Arc	37	89	63.6	63.6	63.6
Arc	37	46	29.12	29.12	29.12
Arc	37	47	28.44	28.44	28.44
Arc	37	48	27.86	27.86	27.86
Arc	37	49	26.48	26.48	26.48
Arc	37	90	59.91	59.91	59.91
Arc	37	91	61.35	61.35	61.35
Arc	37	92	79.06	79.06	79.06
Arc	37	93	77.42	77.42	77.42
Arc	37	50	25.3	25.3	25.3
Arc	37	94	75.72	75.72	75.72
Arc	37	51	25.08	25.08	25.08
Arc	37	95	72.11	72.11	72.11
Arc	37	52	23.54	23.54	23.54
Arc	37	96	70.46	70.46	70.46
Arc	37	53	54.67	54.67	54.67
Arc	37	97	73.41	73.41	73.41
Arc	37	54	50.0	50.0	50.0
Arc	37	98	66.04	66.04	66.04
Arc	37	55	47.17	47.17	47.17
Arc	37	99	66.4	66.4	66.4
Arc	37	56	51.66	51.66	51.66
Arc	37	57	45.49	45.49	45.49
Arc	37	58	50.21	50.21	50.21
Arc	37	59	43.83	43.83	43.83
Arc	37	60	48.1	48.1	48.1
Arc	37	61	49.03	49.03	49.03
Arc	37	62	48.26	48.26	48.26
Arc	37	63	48.0	48.0	48.0
Arc	37	64	47.07	47.07	47.07
Arc	37	65	46.0	46.0	46.0
Arc	37	66	45.28	45.28	45.28
Arc	37	67	45.0	45.0	45.0
Arc	37	68	44.15	44.15	44.15
Arc	37	69	43.29	43.29	43.29
Arc	37	70	93.54	93.54	93.54
Arc	37	71	93.13	93.13	93.13
Arc	37	72	51.97	51.97	51.97
Arc	37	73	90.55	90.55	90.55
Arc	37	74	51.24	51.24	51.24
Arc	37	75	49.74	49.74	49.74
Arc	37	76	88.14	88.14	88.14
Arc	37	77	86.58	86.58	86.58
Arc	37	78	86.15	86.15	86.15
Arc	37	79	85.59	85.59	85.59
Arc	37	38	2.0	2.0	2.0
Arc	37	39	5.39	5.39	5.39
Arc	37	100	69.53	69.53	69.53
Arc	37	80	84.34	84.34	84.34
Arc	37	81	83.15	83.15	83.15
Arc	37	82	74.53	74.53	74.53
Arc	37	83	71.59	71.59	71.59
Arc	37	40	34.48	34.48	34.48
Arc	37	84	70.34	70.34	70.34
Arc	37	41	33.96	33.96	33.96
Arc	37	85	68.96	68.96	68.96
Arc	37	42	32.02	32.02	32.02
Arc	37	86	65.73	65.73	65.73
Arc	37	43	31.4	31.4	31.4
Arc	37	87	64.76	64.76	64.76
Arc	38	44	33.53	33.53	33.53
Arc	38	88	68.01	68.01	68.01
Arc	38	45	31.62	31.62	31.62
Arc	38	89	65.52	65.52	65.52
Arc	38	46	31.05	31.05	31.05
Arc	38	47	30.41	30.41	30.41
Arc	38	48	29.73	29.73	29.73
Arc	38	49	28.44	28.44	28.44
Arc	38	90	61.85	61.85	61.85
Arc	38	91	63.25	63.25	63.25
Arc	38	92	80.71	80.71	80.71
Arc	38	93	79.06	79.06	79.06
Arc	38	50	27.2	27.2	27.2
Arc	38	94	77.39	77.39	77.39
Arc	38	51	26.93	26.93	26.93
Arc	38	95	73.78	73.78	73.78
Arc	38	52	25.5	25.5	25.5
Arc	38	96	72.11	72.11	72.11
Arc	38	53	56.22	56.22	56.22
Arc	38	97	75.0	75.0	75.0
Arc	38	54	51.61	51.61	51.61
Arc	38	98	67.74	67.74	67.74
Arc	38	55	48.88	48.88	48.88
Arc	38	99	68.01	68.01	68.01
Arc	38	56	53.15	53.15	53.15
Arc	38	57	47.17	47.17	47.17
Arc	38	58	51.66	51.66	51.66
Arc	38	59	45.49	45.49	45.49
Arc	38	60	49.5	49.5	49.5
Arc	38	61	50.99	50.99	50.99
Arc	38	62	50.25	50.25	50.25
Arc	38	63	50.0	50.0	50.0
Arc	38	64	49.03	49.03	49.03
Arc	38	65	48.0	48.0	48.0
Arc	38	66	47.27	47.27	47.27
Arc	38	67	47.0	47.0	47.0
Arc	38	68	46.1	46.1	46.1
Arc	38	69	45.28	45.28	45.28
Arc	38	70	95.52	95.52	95.52
Arc	38	71	95.13	95.13	95.13
Arc	38	72	53.94	53.94	53.94
Arc	38	73	92.54	92.54	92.54
Arc	38	74	53.24	53.24	53.24
Arc	38	75	51.48	51.48	51.48
Arc	38	76	90.14	90.14	90.14
Arc	38	77	88.57	88.57	88.57
Arc	38	78	88.14	88.14	88.14
Arc	38	79	87.57	87.57	87.57
Arc	38	39	5.0	5.0	5.0
Arc	38	100	71.06	71.06	71.06
Arc	38	80	86.31	86.31	86.31
Arc	38	81	85.15	85.15	85.15
Arc	38	82	76.49	76.49	76.49
Arc	38	83	73.55	73.55	73.55
Arc	38	40	36.4	36.4	36.4
Arc	38	84	72.28	72.28	72.28
Arc	38	41	35.9	35.9	35.9
Arc	38	85	70.88	70.88	70.88
Arc	38	42	33.96	33.96	33.96
Arc	38	86	67.68	67.68	67.68
Arc	38	43	33.38	33.38	33.38
Arc	38	87	66.71	66.71	66.71
Arc	39	44	35.34	35.34	35.34
Arc	39	88	66.71	66.71	66.71
Arc	39	45	33.54	33.54	33.54
Arc	39	89	64.33	64.33	64.33
Arc	39	46	32.7	32.7	32.7
Arc	39	47	31.62	31.62	31.62
Arc	39	48	31.76	31.76	31.76
Arc	39	49	29.73	29.73	29.73
Arc	39	90	60.83	60.83	60.83
Arc	39	91	61.85	61.85	61.85
Arc	39	92	78.03	78.03	78.03
Arc	39	93	76.32	76.32	76.32
Arc	39	50	29.07	29.07	29.07
Arc	39	94	74.79	74.79	74.79
Arc	39	51	29.15	29.15	29.15
Arc	39	95	71.2	71.2	71.2
Arc	39	52	26.93	26.93	26.93
Arc	39	96	69.46	69.46	69.46
Arc	39	53	59.46	59.46	59.46
Arc	39	97	72.11	72.11	72.11
Arc	39	54	54.67	54.67	54.67
Arc	39	98	65.3	65.3	65.3
Arc	39	55	51.61	51.61	51.61
Arc	39	99	65.19	65.19	65.19
Arc	39	56	56.57	56.57	56.57
Arc	39	57	50.0	50.0	50.0
Arc	39	58	55.17	55.17	55.17
Arc	39	59	48.41	48.41	48.41
Arc	39	60	53.15	53.15	53.15
Arc	39	61	52.2	52.2	52.2
Arc	39	62	50.99	50.99	50.99
Arc	39	63	50.25	50.25	50.25
Arc	39	64	50.29	50.29	50.29
Arc	39	65	48.26	48.26	48.26
Arc	39	66	48.05	48.05	48.05
Arc	39	67	47.27	47.27	47.27
Arc	39	68	47.43	47.43	47.43
Arc	39	69	46.1	46.1	46.1
Arc	39	70	96.18	96.18	96.18
Arc	39	71	95.52	95.52	95.52
Arc	39	72	55.08	55.08	55.08
Arc	39	73	93.21	93.21	93.21
Arc	39	74	53.94	53.94	53.94
Arc	39	75	49.24	49.24	49.24
Arc	39	76	90.55	90.55	90.55
Arc	39	77	89.27	89.27	89.27
Arc	39	78	88.57	88.57	88.57
Arc	39	79	88.28	88.28	88.28
Arc	39	100	68.01	68.01	68.01
Arc	39	80	87.32	87.32	87.32
Arc	39	81	85.59	85.59	85.59
Arc	39	82	75.66	75.66	75.66
Arc	39	83	72.69	72.69	72.69
Arc	39	40	38.08	38.08	38.08
Arc	39	84	71.2	71.2	71.2
Arc	39	41	37.34	37.34	37.34
Arc	39	85	69.63	69.63	69.63
Arc	39	42	35.47	35.47	35.47
Arc	39	86	66.75	66.75	66.75
Arc	39	43	34.48	34.48	34.48
Arc	39	87	65.76	65.76	65.76
Arc	40	44	3.0	3.0	3.0
Arc	40	88	42.43	42.43	42.43
Arc	40	45	5.0	5.0	5.0
Arc	40	89	39.6	39.6	39.6
Arc	40	46	5.39	5.39	5.39
Arc	40	47	7.07	7.07	7.07
Arc	40	48	7.0	7.0	7.0
Arc	40	49	8.6	8.6	8.6
Arc	40	90	35.36	35.36	35.36
Arc	40	91	39.05	39.05	39.05
Arc	40	92	63.63	63.63	63.63
Arc	40	93	62.65	62.65	62.65
Arc	40	50	9.22	9.22	9.22
Arc	40	94	60.03	60.03	60.03
Arc	40	51	10.0	10.0	10.0
Arc	40	95	56.82	56.82	56.82
Arc	40	52	11.18	11.18	11.18
Arc	40	96	55.9	55.9	55.9
Arc	40	53	26.57	26.57	26.57
Arc	40	97	60.42	60.42	60.42
Arc	40	54	21.19	21.19	21.19
Arc	40	98	50.54	50.54	50.54
Arc	40	55	16.55	16.55	16.55
Arc	40	99	53.85	53.85	53.85
Arc	40	56	25.5	25.5	25.5
Arc	40	57	15.81	15.81	15.81
Arc	40	58	25.18	25.18	25.18
Arc	40	59	15.3	15.3	15.3
Arc	40	60	25.0	25.0	25.0
Arc	40	61	15.0	15.0	15.0
Arc	40	62	15.81	15.81	15.81
Arc	40	63	18.03	18.03	18.03
Arc	40	64	13.0	13.0	13.0
Arc	40	65	16.4	16.4	16.4
Arc	40	66	13.0	13.0	13.0
Arc	40	67	15.62	15.62	15.62
Arc	40	68	10.0	10.0	10.0
Arc	40	69	11.18	11.18	11.18
Arc	40	70	60.0	60.0	60.0
Arc	40	71	60.21	60.21	60.21
